timestamp,timestamp,open,high,low,close,volume,turnover
2025-03-21 03:00:00,1742515200000,1982.82,1993.59,1980.74,1990.31,42259.06,83997210.4605
2025-03-21 04:00:00,1742518800000,1990.31,1995.83,1983.02,1993.26,26346.48,52465089.7431
2025-03-21 05:00:00,1742522400000,1993.26,1994.59,1983.8,1986.81,12031.17,23920174.1707
2025-03-21 06:00:00,1742526000000,1986.81,1987.19,1971.91,1977.04,27041.35,53502162.4909
2025-03-21 07:00:00,1742529600000,1977.04,1989.0,1976.83,1982.43,16793.97,33316177.313
2025-03-21 08:00:00,1742533200000,1982.43,1982.67,1967.07,1973.29,29750.77,58716650.0759
2025-03-21 09:00:00,1742536800000,1973.29,1977.99,1967.03,1972.57,26268.85,51802572.5806
2025-03-21 10:00:00,1742540400000,1972.57,1977.02,1965.27,1975.98,24401.89,48082785.3959
2025-03-21 11:00:00,1742544000000,1975.98,1981.88,1963.0,1974.16,37694.16,74322573.5595
2025-03-21 12:00:00,1742547600000,1974.16,1979.0,1966.4,1967.97,26808.52,52890987.0043
2025-03-21 13:00:00,1742551200000,1967.97,1971.99,1955.4,1966.72,50968.61,100068373.9811
2025-03-21 14:00:00,1742554800000,1966.72,1968.1,1960.86,1966.21,20560.23,40386339.6334
2025-03-21 15:00:00,1742558400000,1966.21,1973.4,1936.0,1944.8,112130.5,218966799.397
2025-03-21 16:00:00,1742562000000,1944.8,1955.23,1935.28,1951.1,85001.53,165414573.7632
2025-03-21 17:00:00,1742565600000,1951.1,1954.12,1937.07,1953.29,51324.17,99926106.7283
2025-03-21 18:00:00,1742569200000,1953.29,1957.62,1945.0,1949.69,36600.53,71425672.7749
2025-03-21 19:00:00,1742572800000,1949.69,1967.3,1945.06,1965.81,49648.95,97189767.2863
2025-03-21 20:00:00,1742576400000,1965.81,1971.84,1960.2,1967.86,29960.49,58904967.3971
2025-03-21 21:00:00,1742580000000,1967.86,1976.17,1962.23,1968.89,34982.19,68912150.4395
2025-03-21 22:00:00,1742583600000,1968.89,1977.14,1966.03,1973.04,28144.5,55500002.184
2025-03-21 23:00:00,1742587200000,1973.04,1977.77,1971.8,1974.0,21178.25,41822720.3268
2025-03-22 00:00:00,1742590800000,1974.0,1982.97,1970.31,1972.96,28154.84,55652420.207
2025-03-22 01:00:00,1742594400000,1972.96,1973.5,1961.43,1965.5,26721.5,52557690.6263
2025-03-22 02:00:00,1742598000000,1965.5,1970.0,1963.19,1965.08,10998.72,21622060.1312
2025-03-22 03:00:00,1742601600000,1965.08,1982.45,1963.57,1979.93,24826.6,49056853.1848
2025-03-22 04:00:00,1742605200000,1979.93,1986.55,1972.25,1973.94,23398.97,46319625.4918
2025-03-22 05:00:00,1742608800000,1973.94,1985.0,1972.48,1981.73,13292.57,26330240.1431
2025-03-22 06:00:00,1742612400000,1981.73,1986.1,1977.21,1985.3,15752.91,31234457.6756
2025-03-22 07:00:00,1742616000000,1985.3,1990.44,1984.71,1988.08,12754.89,25354472.0357
2025-03-22 08:00:00,1742619600000,1988.08,1988.8,1982.89,1986.64,12377.62,24581824.6613
2025-03-22 09:00:00,1742623200000,1986.64,1992.32,1984.48,1987.15,14960.8,29749788.3492
2025-03-22 10:00:00,1742626800000,1987.15,1989.73,1982.3,1983.25,11838.15,23511551.8221
2025-03-22 11:00:00,1742630400000,1983.25,1989.44,1980.56,1987.2,16457.02,32669038.3452
2025-03-22 12:00:00,1742634000000,1987.2,2005.6,1987.2,1993.03,70169.45,140244135.2956
2025-03-22 13:00:00,1742637600000,1993.03,1999.07,1992.09,1995.18,22134.98,44170998.9927
2025-03-22 14:00:00,1742641200000,1995.18,1996.34,1986.4,1989.44,27048.4,53840862.7858
2025-03-22 15:00:00,1742644800000,1989.44,1995.7,1987.15,1994.51,18225.55,36316941.0387
2025-03-22 16:00:00,1742648400000,1994.51,1997.24,1984.17,1989.47,19997.34,39786859.6165
2025-03-22 17:00:00,1742652000000,1989.47,1992.2,1982.5,1983.78,19187.41,38118599.2227
2025-03-22 18:00:00,1742655600000,1983.78,1987.65,1980.2,1985.6,21851.85,43340420.4553
2025-03-22 19:00:00,1742659200000,1985.6,1989.0,1981.39,1984.47,14552.4,28882672.0219
2025-03-22 20:00:00,1742662800000,1984.47,1993.52,1984.26,1991.6,22664.89,45111014.8496
2025-03-22 21:00:00,1742666400000,1991.6,1999.33,1990.01,1994.18,20243.45,40387242.0894
2025-03-22 22:00:00,1742670000000,1994.18,1997.2,1992.09,1994.81,14036.83,27997355.1038
2025-03-22 23:00:00,1742673600000,1994.81,2003.41,1992.03,1992.31,21441.11,42850127.0925
2025-03-23 00:00:00,1742677200000,1992.31,1994.19,1982.97,1985.2,23840.87,47433067.8839
2025-03-23 01:00:00,1742680800000,1985.2,1989.19,1982.62,1983.71,9978.73,19816281.8259
2025-03-23 02:00:00,1742684400000,1983.71,1984.74,1973.7,1979.56,31652.29,62602510.0092
2025-03-23 03:00:00,1742688000000,1979.56,1985.75,1975.5,1984.62,13233.6,26226702.2427
2025-03-23 04:00:00,1742691600000,1984.62,1998.0,1983.53,1997.21,19993.5,39821777.5004
2025-03-23 05:00:00,1742695200000,1997.21,2002.61,1992.03,2000.78,17035.74,34027084.8897
2025-03-23 06:00:00,1742698800000,2000.78,2007.9,1995.27,2007.27,28297.98,56651552.0895
2025-03-23 07:00:00,1742702400000,2007.27,2007.51,1997.74,1999.16,17515.9,35057648.808
2025-03-23 08:00:00,1742706000000,1999.16,2000.5,1991.23,1999.01,30129.92,60112543.7026
2025-03-23 09:00:00,1742709600000,1999.01,2004.74,1996.5,2001.8,12794.21,25598178.9963
2025-03-23 10:00:00,1742713200000,2001.8,2019.52,2000.51,2007.15,38791.81,77956118.2387
2025-03-23 11:00:00,1742716800000,2007.15,2015.9,2004.79,2008.7,23146.1,46528785.9998
2025-03-23 12:00:00,1742720400000,2008.7,2015.14,2008.7,2013.28,18118.83,36463677.6898
2025-03-23 13:00:00,1742724000000,2013.28,2019.99,2010.76,2012.31,19923.08,40136756.2241
2025-03-23 14:00:00,1742727600000,2012.31,2019.36,2001.32,2007.06,47907.39,96332329.4144
2025-03-23 15:00:00,1742731200000,2007.06,2013.21,2005.5,2008.25,23511.44,47235455.2606
2025-03-23 16:00:00,1742734800000,2008.25,2019.57,2004.12,2017.9,27581.2,55552159.3661
2025-03-23 17:00:00,1742738400000,2017.9,2019.59,2001.29,2003.25,40871.65,82080849.9223
2025-03-23 18:00:00,1742742000000,2003.25,2011.8,2002.33,2006.15,26951.54,54083422.1067
2025-03-23 19:00:00,1742745600000,2006.15,2007.31,1995.14,1996.39,37037.79,74094589.3203
2025-03-23 20:00:00,1742749200000,1996.39,2001.97,1985.88,1992.2,44391.88,88506224.6125
2025-03-23 21:00:00,1742752800000,1992.2,1998.54,1989.4,1996.31,18210.19,36304442.5117
2025-03-23 22:00:00,1742756400000,1996.31,1997.35,1992.13,1995.46,9282.78,18520357.531
2025-03-23 23:00:00,1742760000000,1995.46,1999.82,1991.14,1991.51,10783.3,21520126.7165
2025-03-24 00:00:00,1742763600000,1991.51,1995.48,1984.7,1994.05,24111.91,47968365.5637
2025-03-24 01:00:00,1742767200000,1994.05,1997.87,1979.34,1986.59,54598.06,108554007.0552
2025-03-24 02:00:00,1742770800000,1986.59,2005.92,1986.3,2005.0,32683.93,65231520.4028
2025-03-24 03:00:00,1742774400000,2005.0,2020.99,1995.64,1997.57,74846.32,150278741.6618
2025-03-24 04:00:00,1742778000000,1997.57,1997.79,1976.4,1979.41,59551.27,118299321.0355
2025-03-24 05:00:00,1742781600000,1979.41,1992.47,1977.3,1990.66,23582.41,46824009.248
2025-03-24 06:00:00,1742785200000,1990.66,2016.5,1988.81,2013.79,74524.04,149567727.7967
2025-03-24 07:00:00,1742788800000,2013.79,2043.37,2013.57,2039.64,107781.43,218471126.3019
2025-03-24 08:00:00,1742792400000,2039.64,2053.74,2038.29,2048.14,73039.33,149470104.6114
2025-03-24 09:00:00,1742796000000,2048.14,2075.89,2048.13,2065.77,121720.28,251433657.7644
2025-03-24 10:00:00,1742799600000,2065.77,2079.37,2065.37,2068.8,67286.85,139360026.0923
2025-03-24 11:00:00,1742803200000,2068.8,2095.67,2068.22,2089.55,99092.12,206449541.3476
2025-03-24 12:00:00,1742806800000,2089.55,2094.74,2084.33,2093.54,45868.63,95805017.0345
2025-03-24 13:00:00,1742810400000,2093.54,2098.5,2087.46,2093.4,46553.96,97433713.4697
2025-03-24 14:00:00,1742814000000,2093.4,2104.42,2087.0,2092.15,59035.47,123620947.3591
2025-03-24 15:00:00,1742817600000,2092.15,2094.45,2078.0,2083.2,57368.39,119591218.2611
2025-03-24 16:00:00,1742821200000,2083.2,2087.46,2072.8,2081.61,60720.12,126276127.5068
2025-03-24 17:00:00,1742824800000,2081.61,2102.16,2076.41,2080.23,118001.67,246528459.9581
2025-03-24 18:00:00,1742828400000,2080.23,2090.17,2073.9,2088.77,33511.82,69786558.4475
2025-03-24 19:00:00,1742832000000,2088.77,2092.5,2066.4,2078.37,54134.22,112405425.8159
2025-03-24 20:00:00,1742835600000,2078.37,2092.31,2076.0,2087.49,54381.92,113404296.815
2025-03-24 21:00:00,1742839200000,2087.49,2100.56,2080.18,2096.23,58343.53,121972400.3936
2025-03-24 22:00:00,1742842800000,2096.23,2096.76,2084.08,2087.65,40810.89,85297812.091
2025-03-24 23:00:00,1742846400000,2087.65,2094.54,2081.5,2084.33,25844.53,53959399.1821
2025-03-25 00:00:00,1742850000000,2084.33,2091.22,2079.39,2082.7,17532.29,36557199.3732
2025-03-25 01:00:00,1742853600000,2082.7,2086.44,2074.68,2076.17,27094.28,56303555.3399
2025-03-25 02:00:00,1742857200000,2076.17,2083.25,2067.1,2080.09,45585.74,94492845.474
2025-03-25 03:00:00,1742860800000,2080.09,2097.31,2075.91,2085.5,55931.98,116752194.4137
2025-03-25 04:00:00,1742864400000,2085.5,2085.5,2055.08,2063.89,99206.47,204965998.03
2025-03-25 05:00:00,1742868000000,2063.89,2069.24,2060.84,2062.0,26807.05,55345944.8957
2025-03-25 06:00:00,1742871600000,2062.0,2064.37,2040.26,2041.96,75234.96,154189369.9503
2025-03-25 07:00:00,1742875200000,2041.96,2049.15,2035.68,2044.68,37477.2,76551156.972
2025-03-25 08:00:00,1742878800000,2044.68,2050.79,2039.36,2047.55,41934.71,85781568.8603
2025-03-25 09:00:00,1742882400000,2047.55,2059.22,2045.71,2054.68,34784.99,71426694.6277
2025-03-25 10:00:00,1742886000000,2054.68,2066.0,2049.14,2054.89,40520.36,83354558.2675
2025-03-25 11:00:00,1742889600000,2054.89,2062.9,2052.62,2060.32,26213.18,53973845.6125
2025-03-25 12:00:00,1742893200000,2060.32,2073.7,2056.38,2069.4,49382.54,102051634.3843
2025-03-25 13:00:00,1742896800000,2069.4,2074.38,2061.21,2069.85,26600.65,55013577.0432
2025-03-25 14:00:00,1742900400000,2069.85,2072.77,2064.48,2067.31,25015.37,51742309.5147
2025-03-25 15:00:00,1742904000000,2067.31,2069.17,2055.35,2058.59,55660.26,114770793.5255
2025-03-25 16:00:00,1742907600000,2058.59,2080.82,2050.55,2060.58,86170.07,178052079.8771
2025-03-25 17:00:00,1742911200000,2060.58,2079.3,2052.5,2075.1,72242.11,149514961.3704
2025-03-25 18:00:00,1742914800000,2075.1,2078.61,2063.57,2066.52,50034.14,103650196.4263
2025-03-25 19:00:00,1742918400000,2066.52,2074.36,2058.29,2067.35,34455.54,71162384.6104
2025-03-25 20:00:00,1742922000000,2067.35,2082.89,2067.3,2075.23,43875.28,91030068.5857
2025-03-25 21:00:00,1742925600000,2075.23,2075.74,2055.4,2061.39,38246.29,78938777.5475
2025-03-25 22:00:00,1742929200000,2061.39,2078.41,2061.17,2074.67,32186.56,66670686.3557
2025-03-25 23:00:00,1742932800000,2074.67,2082.58,2062.01,2063.55,49721.29,103082851.7758
2025-03-26 00:00:00,1742936400000,2063.55,2076.25,2061.1,2062.32,40102.21,82933186.0368
2025-03-26 01:00:00,1742940000000,2062.32,2066.93,2052.3,2061.53,34439.54,70950253.4947
