timestamp,timestamp,open,high,low,close,volume,turnover
2025-03-16 02:00:00,1742079600000,1.4788,1.488,1.4528,1.4618,263621,386554.367
2025-03-16 03:00:00,1742083200000,1.4618,1.4672,1.4529,1.4627,145624,212522.3135
2025-03-16 04:00:00,1742086800000,1.4627,1.4672,1.4313,1.4449,275182,398069.2524
2025-03-16 05:00:00,1742090400000,1.4449,1.453,1.4326,1.4345,170815,246617.7005
2025-03-16 06:00:00,1742094000000,1.4345,1.4424,1.4342,1.4406,125227,180099.8537
2025-03-16 07:00:00,1742097600000,1.4406,1.4427,1.4274,1.4301,222157,318307.9419
2025-03-16 08:00:00,1742101200000,1.4301,1.4351,1.4172,1.4256,212145,302321.0997
2025-03-16 09:00:00,1742104800000,1.4256,1.4318,1.4151,1.4169,207240,294672.2804
2025-03-16 10:00:00,1742108400000,1.4169,1.4264,1.413,1.4236,198991,282362.0046
2025-03-16 11:00:00,1742112000000,1.4236,1.4338,1.4059,1.4177,265764,376105.0915
2025-03-16 12:00:00,1742115600000,1.4177,1.4278,1.4061,1.4133,251007,355345.503
2025-03-16 13:00:00,1742119200000,1.4133,1.4225,1.3968,1.4048,183203,258132.6243
2025-03-16 14:00:00,1742122800000,1.4048,1.4087,1.3681,1.3757,453642,627765.4201
2025-03-16 15:00:00,1742126400000,1.3757,1.3921,1.3715,1.3885,228319,315546.3103
2025-03-16 16:00:00,1742130000000,1.3885,1.3988,1.353,1.3597,327886,450325.6793
2025-03-16 17:00:00,1742133600000,1.3597,1.3798,1.3553,1.377,213702,291898.3475
2025-03-16 18:00:00,1742137200000,1.377,1.3854,1.3628,1.3761,160028,219715.6021
2025-03-16 19:00:00,1742140800000,1.3761,1.4075,1.3644,1.3693,571739,791595.1464
2025-03-16 20:00:00,1742144400000,1.3693,1.3841,1.3639,1.3742,143350,196898.3305
2025-03-16 21:00:00,1742148000000,1.3742,1.3856,1.3489,1.36,312563,425790.44
2025-03-16 22:00:00,1742151600000,1.36,1.3604,1.339,1.3508,226258,305537.1983
2025-03-16 23:00:00,1742155200000,1.3508,1.3685,1.3465,1.3659,146890,199220.026
2025-03-17 00:00:00,1742158800000,1.3659,1.3844,1.3638,1.3812,133991,184217.1457
2025-03-17 01:00:00,1742162400000,1.3812,1.3863,1.3667,1.3672,92761,127593.0822
2025-03-17 02:00:00,1742166000000,1.3672,1.3878,1.3597,1.3758,110127,151272.8338
2025-03-17 03:00:00,1742169600000,1.3758,1.3951,1.3746,1.3856,224517,311076.7589
2025-03-17 04:00:00,1742173200000,1.3856,1.3931,1.3761,1.3848,104395,144426.5079
2025-03-17 05:00:00,1742176800000,1.3848,1.3937,1.3695,1.3707,177776,245229.8255
2025-03-17 06:00:00,1742180400000,1.3707,1.3909,1.3695,1.3886,133642,184915.0188
2025-03-17 07:00:00,1742184000000,1.3886,1.3992,1.3803,1.3919,178848,248654.6303
2025-03-17 08:00:00,1742187600000,1.3919,1.3941,1.378,1.3873,142063,196776.8099
